YearCE,MgCaRub,SSTRub,MgCaBull,SSTBull      
1894,3.9791,27.7496,4.2093,25.6424
1895,4.0714,27.6792,4.2441,25.732
1896,4.3319,27.8428,4.3252,25.9377
1897,4.5007,27.8824,4.3546,26.0114
1898,4.2505,27.814,4.317,25.9171
1899,4.105,27.7771,4.35,25.9999
1900,4.4559,27.7828,4.3635,26.0337
1901,4.2197,27.7582,4.463,26.2787
1902,4.5486,27.7319,4.3972,26.1171
1903,4.2272,27.6989,4.2751,25.8111
1904,4.1966,27.6454,4.1788,25.5635
1905,4.2517,27.6686,4.1837,25.5763
1906,4.2465,27.7399,4.2216,25.6743
1907,4.0759,27.8254,4.2775,25.8171
1908,3.9914,27.7131,4.2963,25.8648
1909,4.0332,27.6229,4.2486,25.7434
1910,3.9102,27.574,4.0761,25.2929
1911,4.0376,27.6468,4.1239,25.4198
1912,4.2312,27.7458,4.23,25.6958
1913,4.3031,27.7709,4.0779,25.2978
1914,4.5757,27.9216,4.2121,25.6496
1915,4.4767,27.8,4.3593,26.0231
1916,3.8549,27.6167,4.4056,26.1379
1917,3.9697,27.6549,4.1446,25.474
1918,4.0845,27.6876,4.1938,25.6024
1919,4.4059,27.8185,4.2563,25.7632
1920,5.1226,28.0386,4.1872,25.5853
1921,4.602,27.8613,4.2171,25.6627
1922,4.1687,27.7639,4.2431,25.7294
1923,4.0214,27.6707,4.25,25.7471
1924,3.8099,27.6205,4.2123,25.6503
1925,4.3044,27.7269,4.2578,25.767
1926,4.5836,27.8174,4.2367,25.7131
1927,4.1801,27.729,4.2852,25.8369
1928,4.067,27.6794,4.2282,25.6912
1929,4.4281,27.7025,4.3659,26.0394
1930,4.3442,27.73,4.3508,26.002
1931,4.3068,27.738,4.2868,25.8409
1932,4.5211,27.8651,4.1558,25.5034
1933,4.252,27.717,4.3178,25.9191
1934,4.0654,27.6067,4.3033,25.8826
1935,4.4239,27.8629,4.3954,26.1128
1936,4.742,27.8915,4.3531,26.0075
1937,4.2911,27.7795,4.3749,26.0619
1938,4.5285,27.8045,4.3603,26.0257
1939,4.6411,27.7752,4.3495,25.9985
1940,4.8072,27.9675,4.317,25.9172
1941,4.8091,27.9338,4.1418,25.4667
1942,4.7883,27.9842,4.3403,25.9756
1943,4.7676,27.9225,4.166,25.5301
1944,4.4761,27.9302,4.3713,26.053
1945,4.4605,27.7718,4.5474,26.4824
1946,4.5931,27.9363,4.352,26.0048
1947,4.3734,27.9449,4.4617,26.2754
1948,4.3719,28.1315,4.4355,26.2114
1949,4.745,28.3547,4.3328,25.9568
1950,5.6468,28.8115,4.22,25.6701
1951,4.4865,28.332,4.3743,26.0605
1952,4.4981,28.2578,4.3693,26.0481
1953,4.3057,28.0643,4.28,25.8236
1954,4.513,28.1794,4.46,26.2713
1955,4.0259,28.006,4.24,25.7215
1956,4.3852,28.1491,4.34,25.9749
1957,4.2905,28.2786,4.34,25.9749
1958,4.3171,28.2305,4.61,26.6309
1959,4.3077,28.3356,4.28,25.8236
1960,4.7288,28.5701,4.6254,26.6672
1961,4.4731,28.3353,4.1893,25.5906
1962,4.5301,28.4334,4.3261,25.94
1963,4.617,28.4364,4.196,25.6081
1964,4.467,28.3069,4.2528,25.7543
1965,4.5703,28.3632,4.1851,25.5798
1966,4.5562,28.4056,4.2083,25.64
1967,4.4946,28.403,4.3773,26.068
1968,4.4045,28.1666,4.3992,26.1222
1969,4.2401,27.8147,4.5827,26.5663
1970,4.2883,28.1873,4.5459,26.4787
1971,4.2408,28.2283,4.4829,26.3269
1972,4.6444,28.2288,4.5417,26.4686
1973,4.4823,27.9591,4.568,26.5314
1974,4.4556,28.1704,4.4503,26.2476
1975,4.6717,28.1839,4.4679,26.2907
1976,4.6439,28.1715,4.376,26.0647
1977,4.6345,28.0459,4.5267,26.4326
1978,4.6659,28.1534,4.65,26.7248
1979,4.4581,28.2286,4.42,26.1734
1980,5.2817,28.4467,4.603,26.6143
1981,4.9451,28.5894,4.9163,27.3302
1982,4.6438,28.2371,4.6541,26.7343
1983,4.4121,28.1264,4.5758,26.55
1984,4.3504,28.1709,5.0531,27.6284
1985,4.7016,27.987,4.8373,27.1541
1986,4.8788,28.4212,5.0375,27.5948
1987,5.0146,28.5709,5.0887,27.7048
1988,4.9291,27.9836,5.0219,27.5612
1989,4.8118,28.0026,4.8759,27.2405
1990,4.9027,28.2209,4.9521,27.409
1991,5.1815,28.4024,5.0707,27.6661
1992,5.1744,28.4102,5.0794,27.6848
1993,4.9851,28.4706,5.3118,28.1712
1994,5.4187,28.6904,5.3991,28.3484
1995,5.7436,28.7313,5.2682,28.0816
1996,5.2274,28.5483,5.2716,28.0887
1997,5.9449,29.3334,5.0906,27.7088
1998,5.0703,28.8464,5.0291,27.5767
1999,5.3903,29.0669,5.0763,27.6782
2000,5.2362,29.0016,4.8997,27.2933
2001,5.3098,29.1615,5.3113,28.1702
2002,5.9639,29.1629,5.495,28.5396
2003,5.0881,29.1185,5.566,28.6792
2004,5.6091,29.2339,5.4259,28.4021
2005,4.8662,28.9457,5.4171,28.3846
2006,5.1355,29.1327,5.1544,27.8442
2007,5.2686,29.1444,5.0205,27.5581
2008,4.1541,28.2011,4.8866,27.2643
